cod_bna,nombre,tipo_estacion,vigencia,region,comuna,cuenca,altitud,latitud,longitud
07379010-7,Apr Pencahue,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pencahue,Rio Maule,0,-35.4547298,-71.77849252
07379011-5,Apr San Luis De Unihue,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Maule,Rio Maule,0,-35.48168084,-71.70348472
07380000-5,Apr Palmira,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Pencahue,Rio Maule,0,-35.24473756,-71.5929232
07381001-9,Estero Los Puercos En Puente Los Puercos,Fluviométricas,Vigentes,Región del Maule,Comuna de Pencahue,Rio Maule,113,-35.37735692,-71.83175248
07381002-7,Fundo El Peral,Meteorológicas,Suspendidas,Región del Maule,Comuna de Pencahue,Rio Maule,110,-35.40112106,-71.78347573
07381003-5,Pencahue,Meteorológicas,Vigentes,Región del Maule,Comuna de Pencahue,Rio Maule,55,-35.37625433,-71.8357197
07381004-3,Pozo Los Puercos,Control de Nivel,Vigentes,Región del Maule,Comuna de Pencahue,Rio Maule,67,-35.37472914,-71.83695384
07383001-K,Rio Maule En Forel,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Constitución,Rio Maule,30,-35.40793121,-72.21049906
07384001-5,Rio Maule En Desembocadura (Pichaman Poz,Calidad de Aguas,Suspendidas,Región del Maule,Comuna de Constitución,Rio Maule,9,-35.43666283,-72.11910107
07384002-3,Constitucion,Meteorológicas,Vigentes,Región del Maule,Comuna de Constitución,Rio Maule,10,-35.34160564,-72.4224541
07384003-1,Prueba Gprs7,Fluviométricas,Suspendidas,Región del Maule,Comuna de Constitución,Rio Maule,0,-35.3288993,-72.41543333
07384004-K,Apr San Ramon,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Constitución,Rio Maule,0,-35.41490492,-72.33686789
07400001-0,Rio Loanco En Desembocadura,Fluviométricas,Vigentes,Región del Maule,Comuna de Constitución,Costeras Maule y Limite Region,20,-35.571575,-72.58883381
07400002-9,Apr Loanco,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Chanco,Costeras Maule y Limite Region,0,-35.59027829,-72.60687851
07400003-7,Apr Pellines,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Constitución,Costeras Maule y Limite Region,0,-35.48166775,-72.49197646
07410000-7,Pozo Fundo La Estrella,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Cauquenes,Costeras Maule y Limite Region,0,-35.78693277,-72.20397689
07411000-2,Apr Pahuil,Calidad de Aguas,Vigentes,Región del Maule,Comuna de Chanco,Costeras Maule y Limite Region,0,-35.62115593,-72.56752941
07440000-0,Rio Chovellen En El Risco,Fluviométricas,Vigentes,Región del Maule,Comuna de Pelluhue,Costeras Maule y Limite Region,21,-35.92857535,-72.6259556
08000000-6,Quirihue,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Quirihue,Costeras entre limite Region y R. Itata,278,-36.28194539,-72.54167633
08000001-4,Apr El Progreso,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Itata,0,-37.0729402,-72.286473
08000002-2,Cobquecura,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Cobquecura,Costeras entre limite Region y R. Itata,11,-36.13056357,-72.79444852
08104001-K,Rio Sauces Antes Junta Con Ñuble,Meteorológicas,Vigentes,Región de Ñuble,Comuna de San Fabián,Rio Itata,620,-36.66922403,-71.27615847
08105001-5,Rio Ñuble En La Punilla,Fluviométricas,Vigentes,Región de Ñuble,Comuna de San Fabián,Rio Itata,635,-36.66268285,-71.32639734
08105002-3,Cerro La Gloria,Nivométricas,Vigentes,Región de Ñuble,Comuna de San Fabián,Rio Itata,1500,-36.61448225,-71.33790547
08105003-1,La Punilla,Meteorológicas,Suspendidas,Región de Ñuble,Comuna de San Fabián,Rio Itata,840,-36.65893107,-71.32790643
08105004-K,Caracol,Meteorológicas,Vigentes,Región de Ñuble,Comuna de San Fabián,Rio Itata,610,-36.65087557,-71.39505512
08105005-8,Caman,Meteorológicas,Vigentes,Región de Ñuble,Comuna de San Fabián,Rio Itata,670,-36.67297903,-71.29837791
08105006-6,Rio Ñuble En La Punilla 2,Fluviométricas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,656,-36.66389277,-71.321668
08106001-0,Rio Ñuble En San Fabian,Fluviométricas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,410,-36.57422725,-71.55700823
08106002-9,Rio Ñuble En San Fabian N 2,Sedimentometricas,Vigentes,Región de Ñuble,Comuna de San Fabián,Rio Itata,450,-36.58569697,-71.52546977
08106003-7,San Fabian,Meteorológicas,Vigentes,Región de Ñuble,Comuna de San Fabián,Rio Itata,465,-36.58357858,-71.52464081
08106004-5,San Fabian Camino A Puente Nahueltoro,Control de Nivel,Vigentes,Región de Ñuble,Comuna de San Fabián,Rio Itata,446,-36.55615953,-71.56067978
08110002-0,San Carlos En Escuela Camino A Cachapoal,Control de Nivel,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,271,-36.45566478,-71.76944116
08110003-9,Apr Cocharcas Pozo 1,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.51876535,-72.05382512
08110004-7,Apr El Sauce,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.44323861,-71.81098366
08110005-5,Apr El Torreon,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.49409731,-71.86007937
08110006-3,Apr Muticura-Las Encinas,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.46779938,-71.79013559
08110007-1,Apr Portal De La Luna,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Nicolás,Rio Itata,0,-36.53673047,-72.08443386
08110008-K,Apr Puente Nuble,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Nicolás,Rio Itata,0,-36.5400833,-72.08519013
08110009-8,Apr Ribera De Nuble,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.47404034,-71.76011939
08110010-1,Apr Agua Buena,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Maule,0,-36.42086873,-71.82327891
08110011-K,Apr Chacay,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Ñiquén,Rio Maule,0,-36.36419656,-71.77425027
08110012-8,Apr Colvindo,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Ñiquén,Rio Maule,0,-36.31482602,-71.7642023
08110013-6,Apr Tres Esquinas De Cachapoal 2,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.45908063,-71.75932098
08110014-4,Apr Tres Esquinas De Cachapoal 1,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Maule,0,-36.46189149,-71.73589048
08110015-2,Apr Zemita,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Ñiquén,Rio Maule,0,-36.39848299,-71.73856976
08111001-8,Rio Cato Antes Junta Con Niblinto,Fluviométricas,Suspendidas,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.5922597,-71.7667631
08111002-6,Apr Bustamante,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.58909181,-71.76580061
08111003-4,Apr Minas Del Prado,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.66536284,-71.69934114
08112001-3,Rio Niblinto Antes Canal Alimentador Emb. Coihueco,Fluviométricas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,290,-36.66139374,-71.75807376
08112002-1,Canal Alimentador Embalse Coihueco En Bocatoma,Fluviométricas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,433,-36.65944237,-71.75944703
08112004-8,Rin Niblinto Antes Bocatoma Embalse N 2,Fluviométricas,Suspendidas,Región de Ñuble,Comuna de Coihueco,Rio Itata,300,-36.66726362,-71.75015066
08112005-6,Apr Bajo Los Amigos,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.61097275,-71.78860392
08112006-4,Apr Copihual,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.64418423,-71.74897145
08113001-9,Coihueco Embalse,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,314,-36.64091705,-71.799066
08113002-7,Pozo Chillan En Fundo Cato,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,0,-36.54365902,-71.87818908
08113003-5,Embalse Coihueco (Lm),Lagos y Embalses,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,301,-36.64055813,-71.79861688
08113004-3,Apr Chacayal De Cato,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.53829036,-71.84091313
08113005-1,Apr El Embalse,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.63842616,-71.79807005
08113006-K,Apr Tres Esquinas De Cato,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.54436982,-71.76171475
08114001-4,Rio Cato En Puente Cato,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,123,-36.55758146,-72.04448702
08114002-2,Coihueco En Internado Municipal,Control de Nivel,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,253,-36.63142618,-71.87176952
08114003-0,Apr Capilla Cox,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,0,-36.5530272,-71.97628226
08114004-9,Apr Culenar,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.63515864,-71.89328747
08114005-7,Apr Miraflores,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.67672312,-71.84231807
08114006-5,Apr Quinquehue,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,0,-36.5424526,-71.8740344
08114007-3,Apr Reloca Santa Raquel,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,0,-36.55147073,-72.00261176
08114008-1,Apr Rinconada De Cato,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,0,-36.54760481,-72.03611091
08114009-K,Apr Talquipen,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.61159413,-71.91982624
08114010-3,Cato En Inia Santa Rosa,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,195,-36.53528171,-71.91695226
08115001-K,Rio Gnuble En Longitudinal,Calidad de Aguas,Suspendidas,Región de Ñuble,Comuna de Chillán,Rio Itata,107,-36.55066085,-72.09284574
08115002-8,Nuble En El Naranjal (Ca),Calidad de Aguas,Suspendidas,Región de Ñuble,Comuna de San Nicolás,Rio Itata,40,-36.59266874,-72.31689654
08115003-6,San Carlos En Sector Ninquihue,Control de Nivel,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,126,-36.49848457,-72.04927012
08115004-4,Apr Ninquihue,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.48874519,-72.02289988
08115005-2,Apr Quilelto-Cuadrapague-Monte Blanco,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,0,-36.5828564,-72.039668
08116001-5,Experimental Volcan Chillan,Nivométricas,Vigentes,Región de Ñuble,Comuna de Pinto,Rio Itata,2440,-36.8867115,-71.39346359
08117001-0,Rio Chillan En Longitudinal,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán Viejo,Rio Itata,75,-36.64170177,-72.21209962
08117002-9,Chillan Viejo,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Chillán Viejo,Rio Itata,115,-36.63207595,-72.12677515
08117003-7,Chillan Sendos,Meteorológicas,Suspendidas,Región de Ñuble,Comuna de Chillán,Rio Itata,125,-36.61531929,-72.09985302
08117004-5,Rio Chillan En Esperanza,Fluviométricas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,435,-36.79061857,-71.75090383
08117005-3,Rio Chillan En Camino A Confluencia,Sedimentometricas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,40,-36.61524038,-72.32313474
08117006-1,Rio Chillan En Esperanza N 2,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Pinto,Rio Itata,586,-36.80013924,-71.66086697
08117007-K,Rio Chillan En Pinto (Ca),Calidad de Aguas,Suspendidas,Región de Ñuble,Comuna de Pinto,Rio Itata,275,-36.6959801,-71.88466736
08117008-8,Rio Quilmo En Camino A Yungay (Ca),Calidad de Aguas,Suspendidas,Región de Ñuble,Comuna de Chillán Viejo,Rio Itata,75,-36.67059298,-72.15231413
08117009-6,Canal De La Luz En Chillan,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,136,-36.59677765,-72.1004024
08117010-K,Chillan En Colonia B. O´Higgins,Control de Nivel,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,135,-36.57090751,-72.07727201
08117011-8,Chillan En Escuela Camino A Pinto,Control de Nivel,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,208,-36.66395744,-71.96983576
08117012-6,Apr Nuble Alto,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,0,-36.57381281,-72.13978569
08117013-4,Apr Chillinhue,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.65946703,-71.90938705
08117014-2,Apr El Emboque,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,0,-36.63538274,-72.00895534
08117015-0,Apr Heroes De La Concepcion,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.68424878,-71.89164699
08117016-9,Apr Huape-Chillan,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,0,-36.60730385,-72.26379639
08117017-7,Apr Las Mariposas,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.66182547,-71.93298762
08117018-5,Apr Manuel Rofriguez- Sol De Diciembre,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.70574995,-71.84344345
08117019-3,Apr Talnivoro,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Coihueco,Rio Itata,0,-36.72862972,-71.818874
08117020-7,Chillan En Universidad De Concepcion,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,138,-36.59500178,-72.07972669
08118001-6,Rio Changaral Camino A Portezuelo,Calidad de Aguas,Suspendidas,Región de Ñuble,Comuna de San Nicolás,Rio Itata,60,-36.55392115,-72.28567587
08118003-2,Millauquen,Meteorológicas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,152,-36.31822969,-72.0401048
08118004-0,San Agustin De Puñual,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Ninhue,Rio Itata,138,-36.35470218,-72.39437299
08118005-9,Pozo Ñiquen,Calidad de Aguas,Suspendidas,Región de Ñuble,Comuna de Ñiquén,Rio Maule,0,-36.28482095,-71.82521539
08118006-7,Pozo San Vicente En Sector Chacay,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Ñiquén,Rio Maule,0,-36.34700451,-71.77177933
08118007-5,San Carlos,Meteorológicas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,403,-36.42500212,-71.95222653
08118008-3,Apr Gaona,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.39588088,-71.93192874
08118009-1,Apr Las Arboledas,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.44923051,-71.83842933
08118010-5,Apr Llahuimavida,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.42920523,-71.90694218
08118011-3,Apr Mutupin,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.4362348,-71.85317958
08118012-1,Apr San Miguel Alto,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Nicolás,Rio Itata,0,-36.50767618,-72.20057376
08118013-K,Apr Buli Caserio-Tiuquilemu,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Ñiquén,Rio Maule,0,-36.38214267,-71.85213686
08118014-8,Apr San Jorge-San Roque,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Ñiquén,Rio Maule,0,-36.28413681,-71.90003448
08119001-1,Rio Gnuble En Cucha Cox,Calidad de Aguas,Suspendidas,Región de Ñuble,Comuna de Portezuelo,Rio Itata,29,-36.62754665,-72.4134558
08119002-K,Rio Ñuble En Confluencia,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,20,-36.64121931,-72.44648147
08119003-8,Apr Quinchamali,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,0,-36.64762865,-72.40860105
08119004-6,Apr Confluencia,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Chillán,Rio Itata,0,-36.64561354,-72.44546397
08122001-8,Canal Zañartu Salida Laguna Trupan,Fluviométricas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Itata,460,-37.27781612,-71.8213102
08122002-6,Trupan,Meteorológicas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Itata,474,-37.2802441,-71.82340818
08122003-4,Tucapel,Meteorológicas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Bio-Bio,342,-37.293259,-71.95171542
08122004-2,Apr Trupan,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Itata,0,-37.27844968,-71.83288106
08122005-0,Canal Laja Diguillin En B.T. Rio Huepil (Doh),Fluviométricas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Itata,272,-37.19695122,-72.00416966
08123001-3,Rio Itata En Cholguan,Sedimentometricas,Vigentes,Región de Ñuble,Comuna de Yungay,Rio Itata,220,-37.15742213,-72.06830425
08123002-1,Canal Zañartu Bocatoma Itata,Fluviométricas,Suspendidas,Región del Biobío,Comuna de Tucapel,Rio Itata,230,-37.17062072,-72.03563504
08123004-8,Cholguan,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Yungay,Rio Itata,230,-37.15402591,-72.06761368
08123005-6,Apr Cholguan Norte Pedregal,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Yungay,Rio Itata,0,-37.16049873,-72.07319545
08124001-9,Rio Itata En General Cruz,Fluviométricas,Vigentes,Región de Ñuble,Comuna de Pemuco,Rio Itata,90,-36.93940752,-72.35196598
08124002-7,Rio Itata En Trilaleo,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Yungay,Rio Itata,155,-37.10161008,-72.1265058
08124003-5,General Cruz,Meteorológicas,Suspendidas,Región de Ñuble,Comuna de Pemuco,Rio Itata,120,-36.93254656,-72.35264131
08124004-3,Las Cruces,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Yungay,Rio Itata,467,-37.11124497,-71.76511121
08124005-1,Mayulermo,Meteorológicas,Vigentes,Región de Ñuble,Comuna de San Ignacio,Rio Itata,371,-36.81892063,-71.89445665
08124006-K,Apr General Cruz San Pedro,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Pemuco,Rio Itata,0,-36.94811885,-72.29825302
08124007-8,Apr Liucura Bajo,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Quillón,Rio Itata,0,-36.90759227,-72.3859699
08124008-6,Apr San Miguel Alto,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Pemuco,Rio Itata,0,-36.89925348,-72.31517071
08130001-1,Rio Renegado En Invernada,Fluviométricas,Vigentes,Región de Ñuble,Comuna de Pinto,Rio Itata,710,-36.86581549,-71.62616538
08130002-K,Rio Diguillin En San Lorenzo (Atacalco),Fluviométricas,Vigentes,Región de Ñuble,Comuna de Pinto,Rio Itata,727,-36.92444406,-71.57571228
08130003-8,Fundo Atacalco,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Pinto,Rio Itata,740,-36.91734041,-71.58079321
08130004-6,Las Trancas,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Pinto,Rio Itata,1242,-36.91079717,-71.4793205
08130005-4,Las Quemazones,Nivométricas,Vigentes,Región de Ñuble,Comuna de Pinto,Rio Itata,1650,-36.91921359,-71.42040775
08130006-2,Diguillin,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Pinto,Rio Itata,670,-36.87054664,-71.6424233
08130007-0,San Lorenzo,Meteorológicas,Suspendidas,Región de Ñuble,Comuna de Pinto,Rio Itata,710,-36.92532756,-71.57569712
08130008-9,Dmc Termas De Chillan,Meteorológicas,Suspendidas,Región de Ñuble,Comuna de Pinto,Rio Itata,1718,-36.90361758,-71.41000571
08130009-7,Nevado Chillan,Glaciológicas,Vigentes,Región de Ñuble,Comuna de Pinto,Rio Itata,2610,-36.84722924,-71.41611699
08131002-5,Fundo Bella Rosa,Meteorológicas,Suspendidas,Región de Ñuble,Comuna de San Ignacio,Rio Itata,210,-36.86782317,-72.06651874
08131003-3,El Carmen En Calle Anibal Pinto,Control de Nivel,Vigentes,Región de Ñuble,Comuna de El Carmen,Rio Itata,233,-36.90012601,-72.02621323
08131004-1,Apr Las Quilas,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Ignacio,Rio Itata,0,-36.8755406,-72.04631402
08131005-K,Apr Pueblo Seco,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Ignacio,Rio Itata,0,-36.88083544,-72.09289751
08132001-2,Rio Diguillin En Longitudinal,Sedimentometricas,Vigentes,Región de Ñuble,Comuna de Pemuco,Rio Itata,80,-36.86800042,-72.32435233
08132002-0,Pemuco,Meteorológicas,Vigentes,Región de Ñuble,Comuna de Pemuco,Rio Itata,200,-36.97876741,-72.09720385
