cod_estacion,institucion,nombre,comuna,region,latitud,longitud
193,INIA,Lago Verde,Paillaco,Los Ríos,-40.165081000000001,-72.633842833000003
194,INIA,El Cardal,Río Bueno,Los Ríos,-40.386736833000001,-72.919058000000007
195,INIA,Butalcura,Dalcahue,Los Lagos,-42.261761833000001,-73.650812000000002
196,INIA,Colegual,Llanquihue,Los Lagos,-41.221842832999997,-73.259855833000003
197,INIA,Huyar Alto,Curaco de Vélez,Los Lagos,-42.403919000000002,-73.568191833
198,INIA,La Pampa,Purranque,Los Lagos,-40.860638833000003,-73.156917000000007
199,INIA,Los Canelos,Los Muermos,Los Lagos,-41.481326000000003,-73.474378000000002
200,INIA,Octay,Puerto Octay,Los Lagos,-40.957155833000002,-72.885495000000006
201,INIA,Polizones,Fresia,Los Lagos,-41.115147,-73.376627833000001
202,INIA,Quilanto,Frutillar,Los Lagos,-41.030728000000003,-72.996308833000001
203,INIA,Remehue,Osorno,Los Lagos,-40.522204000000002,-73.063654833000001
204,INIA,Tara,Chonchi,Los Lagos,-42.703730833000002,-73.788516833000003
205,INIA,Chile Chico,Chile Chico,Aysén,-46.543241833000003,-71.699297833000003
206,INIA,Cochrane,Cochrane,Aysén,-47.241733000000004,-72.582203000000007
207,INIA,Tamelaike,Coihaique,Aysén,-45.759113833000001,-72.061842833
208,INIA,Vista Hermosa,Coihaique,Aysén,-45.936818000000002,-71.835341833000001
209,INIA,Puerto Natales,Natales,Magallanes,-51.698366833000001,-72.483081833
210,INIA,Punta Arenas Rural,Punta Arenas,Magallanes,-53.068313000000003,-70.873761000000002
213,METEOVID,Errazuriz,Quillota,Valparaíso,-32.898611111000001,-71.351666667000003
214,METEOVID,Luis Felipe Edwards-Leyda,Santo Domingo,Valparaíso,-33.739750000000001,-71.636778000000007
215,METEOVID,Casa Marín,Cartagena,Valparaíso,-33.524444443999997,-71.545555555999996
216,METEOVID,Emiliana,Casablanca,Valparaíso,-33.361388888999997,-71.309166667
217,METEOVID,Ventisquero-Tapihue,Casablanca,Valparaíso,-33.300555555999999,-71.283333333000002
218,METEOVID,Casa Rivas (N.C.),Curacaví,Metropolitana,-33.506388889,-71.060833333000005
219,METEOVID,William Fevre,Pirque,Metropolitana,-33.671388888999999,-70.581666666999993
220,METEOVID,Morandé - Romeral,Buin,Metropolitana,-33.706388889000003,-70.772777778000005
221,METEOVID,Santa Rita,Buin,Metropolitana,-33.718611111000001,-70.669166666999999
222,METEOVID,De Martino,Isla de Maipo,Metropolitana,-33.581944444000001,-70.880555556000004
223,METEOVID,Chocalán,Melipilla,Metropolitana,-33.760555556,-71.225555556000003
224,METEOVID,Pérez Cruz,Buin,Metropolitana,-33.843055556000003,-70.619722221999993
225,METEOVID,San Pedro,Paine,Metropolitana,-33.768888889000003,-70.929722221999995
226,METEOVID,Ventisquero,Buin,Metropolitana,-34.022500000000001,-71.344166666999996
227,METEOVID,Anakena,Requínoa,O'Higgins,-34.304722222000002,-70.771666667000005
228,METEOVID,La Rosa – Oeste,Peumo,O'Higgins,-34.325000000000003,-71.239444444
229,METEOVID,Casa Silva-Los Lingues,San Fernando,O'Higgins,-34.502222222,-70.894722221999999
230,METEOVID,Ventisquero-Peralillo,Peralillo,O'Higgins,-34.394444444000001,-71.445555556000002
231,METEOVID,Montes,Marchihue,O'Higgins,-34.340555555999998,-71.652222222000006
232,METEOVID,Lapostolle-Apalta,Santa Cruz,O'Higgins,-34.593611111000001,-71.302222221999997
233,METEOVID,Conosur,Chimbarongo,O'Higgins,-34.715555555999998,-71.038611110999994
234,METEOVID,Hacienda Araucano-Lolol,Peralillo,O'Higgins,-34.727222222000002,-71.588888889000003
236,METEOVID,Ventisquero-Apalta,Santa Cruz,O'Higgins,-34.608055555999996,-71.246944443999993
238,METEOVID,Aresti,Molina,Maule,-35.151388889000003,-71.298055555999994
239,METEOVID,Viñedos Puertas,Curicó,Maule,-34.986944444000002,-71.279722222000004
240,METEOVID,Casas Patronales,San Clemente,Maule,-35.491666666999997,-71.445555556000002
241,METEOVID,J. Bouchon,San Javier,Maule,-35.569166666999998,-71.995277778000002
242,METEOVID,Torres,San Javier,Maule,-35.567222221999998,-72.290000000000006
244,METEOVID,Odjfell,Cauquenes,Maule,-36.144722221999999,-72.265833333000003
245,METEOVID,Guilisasti,Mulchén,Biobío,-37.648333332999997,-72.216111111000004
246,METEOVID,Garcés Silva,San Antonio,Valparaíso,-33.681388888999997,-71.495833332999993
247,METEOVID,Morandé,San Bernardo,Metropolitana,-33.581388889000003,-70.716666666999998
248,METEOVID,San Pedro-El Tránsito,Paine,Metropolitana,-33.771111111000003,-70.685555555999997
249,METEOVID,Santa Carolina,Paine,Metropolitana,-33.599722221999997,-70.649722221999994
250,METEOVID,San Pedro-Totihue,Totihue,O'Higgins,-34.341111110999996,-70.727777778000004
251,METEOVID,Luis Felipe Edwards,Colchagua,O'Higgins,-34.693055555999997,-71.156944444000004
252,METEOVID,San Pedro-Molina,Molina,Maule,-35.103055556000001,-71.338333332999994
253,METEOVID,San Pedro-Pencahue,Pencahue,Maule,-35.333888889000001,-71.769166666999993
254,METEOVID,El Aromo,Duao,Maule,-35.535555555999998,-71.598333332999999
260,INIA,Hidango,Litueche,O'Higgins,-34.1,-71.8
261,INIA,Caspana,Calama,Antofagasta,-22.334515,-68.213596999999993
263,INIA,Codpa,Camarones,Arica y Parinacota,-18.833055556000001,-69.744444443999996
264,INIA,Tierra del Fuego,Primavera,Magallanes,-52.804319888999999,-69.273690999999999
265,INIA,El Claro,Coyhaique,Aysén,-45.981200000000001,-72.092267000000007
266,INIA,Las Lomas,Máfil,Los Ríos,-39.700929000000002,-73.014792999999997
267,INIA,San Antonio de Naltahua,Isla de Maipo,Metropolitana,-33.725439000000001,-71.042558
268,INIA,San Pedro de Melipilla,San Pedro,Metropolitana,-33.897934999999997,-71.452881000000005
269,INIA,Santa Carla,Panguipulli,Los Ríos,-39.679571000000003,-72.611389000000003
270,INIA,Isla Riesco-Río Verde,Río Verde,Magallanes,-53.030495000000002,-71.933637000000004
271,INIA,Desagüe Rupanco,Puyehue,Los Lagos,-40.752634,-72.663893999999999
272,FDF,La Higuera,La Ligua,Valparaíso,-32.49269683,-71.152880830000001
273,FDF,San Lorenzo,Cabildo,Valparaíso,-32.439416829999999,-71.002960830000006
274,FDF,Pullancón,La Ligua,Valparaíso,-32.307082829999999,-71.23075
275,FDF,Palquico,Petorca,Valparaíso,-32.257027829999998,-71.141638830000005
276,FDF,Manuel Montt,Petorca,Valparaíso,-32.322861000000003,-71.061055830000001
277,FDF,Las Puertas,Cabildo,Valparaíso,-32.362194000000002,-70.819721830000006
278,FDF,Paihuén,Cabildo,Valparaíso,-32.379277829999999,-70.841622000000001
279,FDF,Catapilco,Zapallar,Valparaíso,-32.56033283,-71.311806000000004
280,FDF,El Guindo,La Ligua,Valparaíso,-32.357166829999997,-71.345472000000001
281,INIA,Camarones,Camarones,Arica y Parinacota,-19,-69.900000000000006
282,INIA,Putre,Putre,Arica y Parinacota,-18.2,-69.599999999999994
283,INIA,Amolana Copiapo 2,Tierra Amarilla,Atacama,-28,-70
284,INIA,La Cruz,La Cruz,Valparaíso,-32.822000000000003,-71.230400000000003
285,INIA,Los Tilos,Buin,Metropolitana,-33.700000000000003,-70.7
286,INIA,Palermo,La Unión,Los Ríos,-40.299999999999997,-73.099999999999994
287,INIA,Ensenada,Puerto Varas,Los Lagos,-41.233333332999997,-72.516111111000001
288,INIA,Quilacahuin,San Pablo,Los Lagos,-40.299999999999997,-73.3
289,INIA,Kampenaike,Laguna Blanca,Magallanes,-52.6,-70.900000000000006
290,FDF,Curimón,San Felipe,Valparaíso,-32.799971999999997,-70.700305999999998
291,FDF,Tutuquen,Curicó,Maule,-34.961610999999998,-71.315860999999998
292,FDF,Miraflores,Linares,Maule,-35.918056,-71.613305999999994
293,FDF,Rarin,Vichuquén,Maule,-34.765667000000001,-71.956666999999996
294,FDF,Placilla Chacarilla,Placilla,O'Higgins,-34.641582999999997,-71.135666999999998
295,FDF,La Union Norte,La Unión,Los Ríos,-40.288666999999997,-73.071332999999996
309,INIA,Cerro Blanco,Arica,Arica y Parinacota,-18.574999999999999,-70.069999999999993
310,INIA,Chaca,Arica,Arica y Parinacota,-18.809999999999999,-70.156000000000006
311,INIA,Santa Amada,Linares,Maule,-35.761000000000003,-71.48
312,INIA,San Clemente,San Clemente,Maule,-35.530999999999999,-71.573999999999998
313,INIA,Marimenuco,Lonquimay,Araucanía,-38.731667000000002,-71.140833000000001
314,INIA,Centro Experimental Arroz INIA,San Carlos,Biobío,-36.409298,-72.006731000000002
315,INIA,Puala,Curarrehue,Araucanía,-39.381943999999997,-71.572500000000005
